artist,title,sales_price,sold_dummy,low_estimate,high_estimate,signiture,height,width,created,medium,auction_lot,auction_date,auction_location
Seo-Bo Park,ECRITURE NO. 5-80,1168270,1,768600,1152900,Signed and Dated,162,194.6,1980,Pencil and oil / Canvas,1068,2018/3/31,0
Chiyu Uemae,WORK (DIPTYCH),1168270,1,384300,640500,Signed and Dated,216,182,1964,Oil / Canvas,1069,2018/3/31,0
Gerhard Richter,ABSTRAKTES BILD,2628610,1,2177700,3202500,Signed and Dated,70.5,100.3,1986,Oil / Canvas,1070,2018/3/31,0
Sanghwa Chung,UNTITLED 87-12-17,320250,1,256200,384300,Signed and Dated,130.5,130.5,1987,Acrylic / Canvas,1071,2018/3/31,0
Ufan Lee,WITH WINDS,1168270,1,871080,1255380,Signed and Dated,218,291,1988,Oil and mineral pigment / Canvas,1072,2018/3/31,0
Ufan Lee,FROM WINDS,NA,0,640500,896700,Signed and Dated,162,130.2,1982,Oil and mineral pigment / Canvas,1073,2018/3/31,0
Yu Youhan,ABSTRACT 1988-1,2013730,1,384300,640500,NA,160.6,132,1988,Acrylic / Canvas,1074,2018/3/31,0
Yayoi Kusama,RED-NETS NO. 2.A.3.,4558760,1,3074400,4099200,Signed and Dated,71.1,55.9,1960,Oil / Canvas,1075,2018/3/31,0
Kazuo Shiraga,CHIANSEI KINHYOSHI,3546380,1,1409100,1921500,Signed and Dated,195,130,1962,Oil / Canvas,1076,2018/3/31,0
Atsuko Tanaka,83E,707110,1,640500,1024800,Signed on Reverse,194,129.9,1983,Polymer / Canvas,1077,2018/3/31,0
Lucio Fontana,"CONCETTO SPAZIALE, ATTESE",3691010,1,1921500,3074400,Signed on Reverse,72,60,1965,Waterpaint / Canvas,1078,2018/3/31,0
Sadamasa Motonaga,WORK,476530,1,384300,640500,Signed and Dated,91.5,116.8,1965,Synthetic resin / Canvas on board,1079,2018/3/31,0
Inyoman Masriadi,PEMALAS YG SUPER (A SLOUCH WHO'S SUPER),352280,1,204960,333060,Signed and Dated,180,250,2017,Acrylic / Canvas,1080,2018/3/31,0
George Condo,GREEN SEATED WOMAN,783970,1,512400,640500,Signed and Dated,137.5,116.8,2006,Acrylic / Canvas,1081,2018/3/31,0
Ronald Ventura,STRIPES,553390,1,115290,192150,Signed and Dated,183,122,2017,Oil / Canvas,1082,2018/3/31,0
Fanzhi Zeng,MASK SERIES,937690,1,512400,768600,Signed and Dated,100,85,1998,Oil / Canvas,1083,2018/3/31,0
Fanzhi Zeng,SKY SERIES: SELF-PORTRAIT,1122160,1,640500,896700,Signed and Dated,250,170,2005,Oil / Canvas,1084,2018/3/31,0
Jean Dubuffet,PROMENADE AGRESTE,1706290,1,1409100,2305800,Signed and Dated,195.6,100.3,1974,Acrylic / Canvas,1085,2018/3/31,0
Rudolf Stingel,UNTITLED,2551750,1,2113650,2818200,Signed and Dated,300,242,2012,Oil and enamel / Canvas,1087,2018/3/31,0
Wei Liu,PURPLE AIR,553390,1,256200,384300,Signed and Dated,180,300,2012,Oil / Canvas,1088,2018/3/31,0
Danh Vo,ALPHABET (A),304240,1,153720,192150,NA,102,165,2011,Gold / Cardboard,1090,2018/3/31,0
Jose Maria Cano,WS100 - STEVE JOBS II,41500,1,192150,320250,NA,211.5,150,2016,Encaustic / Canvas,1092,2018/3/31,0
Otavio and Gustavo Os Gemeos,CANTAR CIRANDA È COMO SE AVENTURAR À VIVER EM ALTO MAR PESCANDO EM UNA JUNGADA (SINGING CIRANDA IS LIKE VENTURING OUT TO THE HIGH SEA TO FISH ON A RAFT),76860,1,61490,76860,NA,208,152,2007,Oil / Canvas,866,2017/12/8,0
Bernard Buffet,UNTITLED,88070,1,44840,57650,Signed and Dated,65,100,1961,Oil / Canvas,880,2017/12/8,0
Walasse Ting,THREE VASES WITH TWO FISH,76860,1,19220,33310,Artist's Seal,93,176,c. 1980s,Acrylic and ink / Paper,881,2017/12/8,0
Walasse Ting,POPPIES,10410,1,5120,7690,Artist's Seal,41,78,c. 1980s,Acrylic and ink / Paper,882,2017/12/8,0
Walasse Ting,LOVEBIRDS,12810,1,5120,7690,Artist's Seal,46,40,c. 1980s,Acrylic and ink / Paper,883,2017/12/8,0
Walasse Ting,PLUM FLOWERS,25620,1,19220,32030,Signed and Dated,140,49,1959,Oil / Canvas,886,2017/12/8,0
Sam Lewis Francis,Untitled (4),136110,1,102480,153720,Signed and Dated,NA,NA,1988,Acrylic / Canvas,887,2017/12/8,0
Wou-Ki Zao,01.05.69,860830,1,448350,704550,Signed and Dated,54,65,NA,Oil / Canvas,888,2017/12/8,0
Sam Lewis Francis,UNTITLED,NA,0,48680,70460,Signed and Dated,69,104.2,1970,Acrylic / Paper,889,2017/12/8,0
Gerhard Richter,ENTWURF FÜR GRUND,NA,0,307440,512400,Signed and Dated,70,100.2,1978,Oil and acrylic / Panel,894,2017/12/8,0
Teh-Chun Chu,INTRUSION,128100,1,115290,153720,Signed and Dated,55,46,1993,Oil / Canvas,895,2017/12/8,0
Chin Hsiao,EL FRACASO DE TZYEÜ,NA,0,19220,32030,Signed and Dated,70,50,1958,Oil / Paper,896,2017/12/8,0
Jiutong Liu,MOUNTAIN OF MEMORIES,60850,1,48680,61490,Signed and Dated,208,166,2012,Oil / Canvas,898,2017/12/8,0
Callum Innes,MONOLOGUE,24020,1,19220,25620,Signed and Dated,212.5,207.5,2003,Oil / Canvas,899,2017/12/8,0
Roberto Burle Marx,UNTITLED,17610,1,17930,30740,Signed and Dated,78,98,1983,Acrylic / Canvas on board,900,2017/12/8,0
Maqbool Fida Husain,UNTITLED,80060,1,61490,87110,Signed and Dated,74.5,105.5,1987,Oil / Canvas,901,2017/12/8,0
Danqing Chen,TWO YOUNG SHEPHERDS,445790,1,192150,256200,Signed and Dated,100,74.5,1986,Oil / Canvas,902,2017/12/8,0
Kun Song,TWO INNER MONGOLIAN PUNKS,16010,1,19220,25620,Signed and Dated,140,180,2011,Oil / Canvas,904,2017/12/8,0
Shaobin Yang,2006 NO. 8,4803,1,12810,19220,Signed and Dated,89.5,79.3,2006,Oil / Canvas,906,2017/12/8,0
Fang Lijun,2004.3.7,13610,1,19220,25620,Signed and Dated,80,40,2004,Acrylic / Canvas,908,2017/12/8,0
Daido Moriyama,'MESH TIGHTS' SERIES TEA TABLES (2 WORKS),2562,1,1537,3074,NA,NA,NA,2015,UV printing on tempered glass and stainless steel spray paint,909,2017/12/8,0
Cecily Brown,UNTITLED,NA,0,30740,51240,Signed and Dated,50.6,40.4,1996,Oil / Canvas,924,2017/12/8,0
Antony Gormley,BODY,20820,1,19220,32030,NA,76.5,56,2011,Casein and carbon / Paper,927,2017/12/8,0
Tony Bevan,HEAD AND NECK,9610,1,10250,15370,Signed and Dated,118,79.5,1994,Acrylic and raw pigment and charcoal / Paper,929,2017/12/8,0
Jiro Yoshihara,WORK,NA,0,3843,5120,NA,25,25,1960s,Acrylic / Paper,935,2017/12/8,0
Sadamasa Motonaga,ABOVE IS RED AND OVAL RED,12810,1,10250,19220,Signed and Dated,41,31.5,1992,Acrylic / Canvas,936,2017/12/8,0
Tiger Tateishi,TIGER,12810,1,10250,15370,Signed and Dated,90,79.4,1969,Oil / Canvas,939,2017/12/8,0
Tomoo Gokita,UNTITLED,22420,1,9610,25620,NA,54,45.5,2007,Acrylic and gouache / Paper,940,2017/12/8,0
Dong Yoo Kim,JOHN F.KENNEDY & MARILYN MONROE,10410,1,19220,25620,Signed and Dated,193,155.5,2010,Oil / Canvas,942,2017/12/8,0
Krishen Khanna,A GRAPH OF PLEASURE AND PAIN,64000,1,30720,44800,Inscribed and Signed,62.4,105.4,1961,Oil / Canvas,806,2017/10/2,0
Charles Hossein Zenderoudi,TCHODAF,NA,0,44800,70400,Signed and Dated,50,60,1968,Oil / Paper,807,2017/10/2,0
Luis Chan,THE PACIFIC,35200,1,25600,33280,Signed,116.5,76,1984,Acrylic / Paper,810,2017/10/2,0
Youhe Zeng,HAWAII SUNSET,NA,0,35840,44800,Signed,109,65.5,1957,Ink and acrylic / Paper on board,818,2017/10/2,0
Deshu Qiu,"FISSURING - GENESIS - LANDSCAPE, NO. 11",43200,1,12800,23040,Signed,65,122,1996,Ink and acrylic / Paper,847,2017/10/2,0
Charles Hossein Zenderoudi,SEDA+SOBH+ZOUD,NA,0,70400,102400,NA,118,112,1971,Acrylic and pigments / Canvas,849,2017/10/2,0
Jialing Chen,MORNING LOTUS AND TRANSFORMATION (SET OF TWO WORKS),30400,1,15360,23040,NA,NA,NA,1990,Oil / Canvas,852,2017/10/2,0
Chongbin Zheng,ACCELERATED FIELD,44800,1,35840,48640,Signed and Dated,243.8,122,2013,Ink and acrylic / Paper,854,2017/10/2,0
Ang Tsherin Sherpa,LOST SPIRITS,27200,1,23040,28160,NA,80,116.8,2014,Acrylicgold leaf and ink / Cotton,862,2017/10/2,0
Jiyuan Wang,SELF-PORTRAIT,28800,1,23040,35840,NA,91.5,76.3,1949,Oil / Board,5037,2017/10/1,0
Jiyuan Wang,FRUITS (STILL LIFE),120000,1,12800,25600,Signed and Dated,76.3,92,1951,Oil / Canvas,5038,2017/10/1,0
Jiyuan Wang,BOATING IN CENTRAL PARK,35200,1,10240,19200,NA,62.5,74.6,NA,Oil / Canvas,5039,2017/10/1,0
Jiyuan Wang,CHRYSANTHEMUM IN CHINESE VASE,28800,1,23040,35840,Signed,121,74.7,1951,Oil / Board,5040,2017/10/1,0
Jiyuan Wang,FIGURES IN LANDSCAPE,56000,1,10240,19200,NA,62.5,75,NA,Oil / Canvas,5041,2017/10/1,0
Jiyuan Wang,FLOWERS,12800,1,10240,19200,NA,62.5,74.5,NA,Oil / Canvas,5051,2017/10/1,0
Jiyuan Wang,LANDSCAPE WITH FIGURES,NA,0,10240,19200,Signed Initials,62.5,74.5,NA,Oil / Masonite,5052,2017/10/1,0
Jiyuan Wang,CARS IN SNOW,30400,1,7680,12800,NA,76.5,63.5,NA,Oil / Masonite,5053,2017/10/1,0
Jiyuan Wang,"SUNSET WITH PINE TREE (1,000 ISLANDS)",41600,1,12800,25600,Signed Initials,75,90,1951,Oil / Board,5054,2017/10/1,0
Jiyuan Wang,PORTRAIT OF OLD MAN,12800,1,10240,19200,Signed,76,63.5,NA,Oil / Masonite,5055,2017/10/1,0
Jiyuan Wang,HORSE,19200,1,7680,12800,Signed Initials,63.5,76.7,NA,Oil / Masonite,5056,2017/10/1,0
Li Yuan-Chia,SENZA TITOLO,25600,1,5120,10240,NA,18,49,1957,Oil / Canvas on board,5063,2017/10/1,0
Li Yuan-Chia,SENZA TITOLO,22400,1,11520,21760,Signed and Dated,40,40,1963,Oil and ink / Canvas,5067,2017/10/1,0
Li Yuan-Chia,SENZA TITOLO,15200,1,5120,10240,Signed and Dated,35.5,45.5,1953,Oil / Board,5068,2017/10/1,0
Chin Hsiao,OLTRE LA GRANDE SOGLIA-59,67200,1,44800,70400,NA,60,150,c. 1990s,Acrylic / Canvas,5070,2017/10/1,0
Chin Hsiao,SAMADHI,160000,1,51200,76800,Signed and Titled,140,150,1996,Acrylic / Canvas,5071,2017/10/1,0
Chin Hsiao,LA LUCE DIVINA 10,152000,1,38400,64000,Signed and Dated,130,160,2015,Acrylic / Canvas,5072,2017/10/1,0
Teh-Chun Chu,LES SECRETS DU PRINTEMPS,704000,1,576000,832000,Signed and Dated,194.5,129.5,2001,Oil / Canvas,5073,2017/10/1,0
Kan Ho,SENZA TITOLO (TWO WORKS),4160,1,3840,7680,NA,NA,NA,NA,Oil / Canvas,5074,2017/10/1,0
Kan Ho,SENZA TITOLO,4160,1,3840,7680,Signed and Dated,50,40,1998,Oil / Canvas,5075,2017/10/1,0
Kan Ho,SENZA TITOLO,5120,1,3840,7680,Signed and Dated,50,40,1998,Oil / Canvas,5076,2017/10/1,0
Walasse Ting,LADIES WITH PARROTS,11200,1,8960,19200,Stamped,36,48.2,c. 1980s,Acrylic / Paper,5077,2017/10/1,0
Walasse Ting,THREE LADIES,56000,1,44800,70400,Stamped,184,123,NA,Acrylic / Paper,5078,2017/10/1,0
De-Jinn Shiy,SHIMENDING,160000,1,102400,153600,Signed and Dated,61.5,61.5,1967,Oil / Canvas,5083,2017/10/1,0
Pang Jiun,YANGSHUO,51200,1,19200,25600,Signed and Titled,50.5,74,1978,Oil / Board,5084,2017/10/1,0
Pang Jiun,GU LANGYU,136000,1,102400,153600,Signed and Dated,130,162,2017,Oil / Canvas,5085,2017/10/1,0
Shih Chiao Li,ROSES,56000,1,44800,70400,Signed and Dated,53,45.5,1987,Oil / Canvas,5086,2017/10/1,0
Hon Hee,JUNK BOAT MUSICIAN,12800,1,10240,15360,Signed,71,55,NA,Oil / Canvas on board,5087,2017/10/1,0
Yatsai Chiu,IDIOT,38400,1,30720,44800,Signed,163,131.5,1995,Oil / Canvas,5092,2017/10/1,0
Yatsai Chiu,NUDE MAN,NA,0,51200,76800,Signed and Titled,131.5,98,1997,Oil / Canvas,5093,2017/10/1,0
Yatsai Chiu,YOUNG MAN IN THE NIGHT,NA,0,38400,64000,Signed and Titled,131.5,98,1995,Oil / Canvas,5094,2017/10/1,0
Jangeng Wang,UNTITLED,NA,0,1280,2560,Signed and Dated,44,76,1963,Oil / Canvas,5096,2017/10/1,0
Yiming Chen,WATERSCAPE,NA,0,19200,25600,Signed,61.5,92.5,NA,Oil / Canvas,5097,2017/10/1,0
Shozo Shimamoto,LUCKY STAR,256000,1,64000,102400,Signed and Dated,40.9,31.5,1965,Oil / Canvas,603,2017/10/1,0
Yuko Nasaka,537-2,136000,1,51200,64000,NA,120.3,80,1962,Resin and lacquer / Canvas on board,604,2017/10/1,0
Chiyu Uemae,UNTITLED,56000,1,44800,57600,Signed and Dated,168,137.5,1972,Oil / Canvas,605,2017/10/1,0
Waichi Tsutaka,UNTITLED,35200,1,28160,40960,Signed and Dated,95.3,157.5,1960,Oil / Canvas,606,2017/10/1,0
Waichi Tsutaka,UNTITLED,48000,1,15360,28160,Signed and Dated,97,145,1970,Oil / Canvas,607,2017/10/1,0
Waichi Tsutaka,UNTITLED,7200,1,2560,5120,Signed,25.4,15.2,NA,Oil / Canvas,608,2017/10/1,0
Takeo Yamaguchi,GAI - END OF THE EDGE,88000,1,70400,96000,Signed and Titled,91.7,91.7,1982,Oil / Board,610,2017/10/1,0
Sam Lewis Francis,UNTITLED,NA,0,460800,588800,Signed,182.9,122,1988,Acrylic / Canvas,611,2017/10/1,0
Sanghwa Chung,UNTITLED 84-8-16,176000,1,153600,230400,Signed and Titled,67.6,68,1984,Acrylic / Canvas,612,2017/10/1,0
Ufan Lee,FROM WINDS,208000,1,128000,192000,Signed and Dated,91.1,72.7,1987,Oil and mineral pigment / Canvas,613,2017/10/1,0
Sanghwa Chung,UNTITLED 79-P.1,28800,1,23040,35840,Signed and Dated,123.4,90.1,1979,frottage / Canvas,615,2017/10/1,0
Sanghwa Chung,FROTTAGE + SKETCH P.8,24000,1,19200,23040,Signed and Dated,87.9,85.6,1978,frottage / Canvas,617,2017/10/1,0
Damien Hirst,"BEAUTIFUL OASIS IN A DESERTED EXPANSE, DRINK UP THE BEAUTY BEFORE IT’S TOO LATE PAINTING",NA,0,217600,307200,Signed,122.5,122.5,2007,household gloss / Canvas,619,2017/10/1,0
Yu Youhan,Aug-91,224000,1,179200,230400,Signed and Dated,92,116,1991,Acrylic / Canvas,620,2017/10/1,0
Shan Li,EXTENSIONS NO.1,80000,1,64000,89600,Signed and Dated,120.5,57.5,1984,Oil / Canvas,621,2017/10/1,0
Guangle Wang,TERRAZZO,72000,1,38400,64000,Signed and Dated,50,49.8,2002,Oil / Canvas,623,2017/10/1,0
Enli Zhang,FRUIT DISH,NA,0,51200,64000,Signed and Dated,99.5,108.5,2009,Oil / Canvas,624,2017/10/1,0
Molin Xie,LAND 1,NA,0,19200,32000,Signed and Titled,120,120,2012,Acrylic / Canvas,625,2017/10/1,0
Zhen Xu,UNDER HEAVEN-3233GK0416,48000,1,38400,64000,Signed and Dated,90,120,2014,Oil / Canvas on board,626,2017/10/1,0
Yao Zhao,A PAINTING OF THOUGHT III-250,44800,1,12800,19200,Signed and Titled,135,160,2012,Acrylic on found fabric / Canvas,627,2017/10/1,0
Zhen Xu,UNDER HEAVEN - 3228ZZ3151,11200,1,8960,11520,Signed,30,20,2014,Oil on canvas mounted on aluminum board,628,2017/10/1,0
Daniel Richter,OOA2,240000,1,192000,307200,Signed and Titled,200.5,271,2011,Oil / Canvas,629,2017/10/1,0
Aili Jia,UNTITLED,35200,1,19200,25600,Signed and Dated,20,30,2009,Oil / Canvas,630,2017/10/1,0
Jia Wei,ILLUMINATE THE DARK NIGHT NO. 4,NA,0,70400,96000,Signed and Dated,200,300,2007,Acrylic / Canvas,631,2017/10/1,0
Qi Qin,UNTITLED,20800,1,12800,19200,Signed and Dated,100,100,2013,Oil / Canvas,632,2017/10/1,0
Qi Qin,GREENHOUSE,38400,1,30720,46080,Signed and Dated,153,251,2011,Oil / Canvas,633,2017/10/1,0
Yuanyuan Song,UNTITLED,NA,0,12800,19200,Signed Initials,105,162,2013,Oil / Canvas,634,2017/10/1,0
Jian Zhang,SQUARE,24000,1,19200,32000,Signed and Dated,200,300,2005,Oil / Canvas,635,2017/10/1,0
Shihua Qiu,UNTITLED,35200,1,19200,30720,NA,109,176,2001,Oil / Canvas,636,2017/10/1,0
Chen Hui,UNTITLED,NA,0,3840,5120,NA,143,131,NA,Oil / Canvas,637,2017/10/1,0
Ji Kai Li,RIPRAP,2560,1,3840,6400,Signed and Dated,60,80,2007,Acrylic / Canvas,638,2017/10/1,0
Chunya Zhou,RED ROCK,256000,1,204800,320000,Signed and Dated,114,89.5,1999,Oil / Canvas,639,2017/10/1,0
Wei Liu,SHAMELESS,NA,0,128000,192000,Signed and Dated,119.9,100.2,2001,Oil / Canvas,640,2017/10/1,0
Liu Ye,DOLL,44800,1,35840,44800,Signed and Dated,24,24,1991,Oil and acrylic / Canvas,641,2017/10/1,0
Liu Ye,THE LAST TEMPTER,NA,0,102400,192000,Signed and Dated,30.5,40.2,2006,Acrylic / Canvas,642,2017/10/1,0
Fanzhi Zeng,UNTITLED,NA,0,486400,576000,Signed and Dated,219.5,145,2002,Oil / Canvas,646,2017/10/1,0
Wei Liu,SWIMMING NO. 2,NA,0,512000,640000,Signed and Dated,100.6,100.6,1996,Oil / Canvas,647,2017/10/1,0
Wei Liu,SWIMMING,NA,0,409600,563200,Signed and Dated,49.5,61,1993,Oil / Canvas,648,2017/10/1,0
Manolo Valdés,RETRATO CON FONDO NARANJA,288000,1,230400,358400,Signed and Titled,222.3,166.4,2007,Oil / Burlap,649,2017/10/1,0
Chunya Zhou,PEACH BLOSSOMS SERIES 2006: BLUE SKY,734720,1,320000,448000,Signed and Dated,250,200,2006,Oil / Canvas,650,2017/10/1,0
Xuhui Mao,IMAGE OF PATERNALISM WITH BROWN DOOR,NA,0,102400,153600,Signed and Dated,120,90,1990,Oil / Canvas,651,2017/10/1,0
Yongqing Ye,WHO WILL PLAY AUTUMN'S TUNE?,NA,0,28160,38400,Signed and Dated,78.8,91.7,1986,Oil / Canvas,652,2017/10/1,0
Xinping Su,EXPRESSION NO. 1,19200,1,5120,7680,Signed and Dated,162,130,1998,Oil / Canvas,653,2017/10/1,0
Minjun Yue,UNTITLED,240000,1,179200,230400,Signed and Dated,120,140,2001,Oil / Canvas,655,2017/10/1,0
Fang Lijun,2004.5.3,192000,1,153600,230400,Signed,180,80,NA,Acrylic / Canvas,656,2017/10/1,0
Zhigang Tang,THE ERA OF CHILDREN,80000,1,64000,89600,Signed and Dated,131,162,2004,Oil / Canvas,661,2017/10/1,0
Zhigang Tang,CHILDREN IN MEETING SERIES,NA,0,64000,76800,Signed and Dated,130,161.6,1999,Oil / Canvas,663,2017/10/1,0
Guangle Wang,120605,304000,1,192000,320000,Signed and Dated,280,180,2012,Acrylic / Canvas,664,2017/10/1,0
Weiwei Ai,COLOURED VASES (NINE WORKS),144000,1,128000,192000,NA,NA,NA,2006,Ceramic,665,2017/10/1,0
Xiuzhen & Dong Yin & Song,"(I) IF YOU SEE SOMETHING, SAY SOMETHING (II) IF YOU DON'T SEE ANYTHING, DON'T SAY ANYTHING",30400,1,17920,25600,Signed and Titled,NA,NA,NA,Oil / Canvas,666,2017/10/1,0
Shanzhuan Wu,TODAY NO WATER,57600,1,35840,44800,Signed and Dated,199,298,2006,Oil / Canvas,668,2017/10/1,0
Guogu Zheng,COMPUTER IS CONTROLLED BY PIG'S BRAIN NO. 63,15200,1,15360,23040,Signed and Titled,199.5,300,2006,Oil / Canvas,669,2017/10/1,0
Shanzhuan Wu,TODAY NO WATER #6 - TOOTHPASTE,38400,1,12800,19200,NA,140,100.2,2001,Oil / Canvas,670,2017/10/1,0
Chen Shen,UNTITLED NO. 12447-12 (TRIPTYCH),24000,1,19200,32000,Signed and Titled,NA,NA,2012,Acrylic / Canvas,671,2017/10/1,0
Guogu Zheng,THE CHAT GOD OF MILLENNIUM 19A & 19B (SET OF TWO),16000,1,25600,38400,Signed and Dated,NA,NA,2002,Oil on photo print paper / Silk,673,2017/10/1,0
Zhou Xiaohu,FLOATER - 4A & 4B (DIPTYCH),NA,0,1280,1920,Signed and Titled,NA,NA,2005,Oil / Canvas,677,2017/10/1,0
Lee Kit,HAND PAINTED CLOTH USED WITH FRIENDS IN GATHERING (SET OF FOUR),24000,1,15360,19200,NA,NA,NA,2009,Acrylic on fabric and photo document,678,2017/10/1,0
Lee Kit,UNTITLED (PINK),22400,1,7680,10240,Signed and Dated,87,158,2002,Acrylic / Canvas,679,2017/10/1,0
Wilson Ka-Ho Shieh,HONG KONG ART IN A MOMENT,8000,1,6400,10240,Signed and Titled,75.5,59.5,2012,Acrylic / Canvas on board,680,2017/10/1,0
Chui Mei Tsang,IN FULL BEARING,4800,1,3840,5120,Signed and Dated,78.8,122,2011,Acrylic / Canvas,681,2017/10/1,0
Chun Fai Chow,BODYGUARDS AND ASSASSINS (QUADRIPTYCH),35200,1,38400,64000,Signed and Dated,NA,NA,2011,Enamel / Canvas,682,2017/10/1,0
Tsou Choi Tsang,CALLIGRAPHY,17600,1,12800,19200,NA,50.3,75.5,1997,Oil and photo document / Board,683,2017/10/1,0
Wenda Gu,EXCLAMATORY WORD AND BOUND HUMAN INNARDS SERIES: XU! XU! XU! (TRIPTYCH),NA,0,409600,512000,Signed and Dated,NA,NA,1986,Oil / Canvas,685,2017/10/1,0
Tiehai Zhou,YOUNG WOMAN WITH A CHILD,12000,1,5120,7680,Signed and Dated,120,95,2006,Oil / Canvas,689,2017/10/1,0
Tiehai Zhou,AUTUMN WATER'S RIPPLING,NA,0,7680,12800,NA,198,118,2000,Acrylic and airbrush / Canvas,690,2017/10/1,0
KAWS,YELLOW DOORWAY,488960,1,192000,332800,Signed and Titled,122.5,173,2001,Acrylic / Canvas,691,2017/10/1,0
Andy Warhol,DIAMOND DUST RED SHOE,160000,1,102400,153600,Signed and Dated,45.7,35.5,1980,Acrylic and silkscreen ink with diamond dust / Canvas,693,2017/10/1,0
Iwamoto Masakatsu,MAMI MART,64000,1,44800,64000,Signed and Dated,117,73,2008,Acrylic / Canvas,704,2017/10/1,0
Yu Yasuda,UNTITLED,6400,1,3840,6400,Signed and Titled,112,145.5,NA,Oil / Canvas,707,2017/10/1,0
Yayoi Kusama,PUMPKIN,366080,1,102400,153600,Signed and Titled,22,27.3,2001,Acrylic / Canvas,708,2017/10/1,0
Yayoi Kusama,PUMPKIN,224000,1,57600,83200,Signed and Titled,22.9,16,1990,Acrylic / Canvas,709,2017/10/1,0
Yayoi Kusama,HOLIDAY,350720,1,102400,153600,Signed and Dated,51.3,65.2,1980,Acrylic / Paperboard,712,2017/10/1,0
Yayoi Kusama,RED WAVE,412160,1,128000,192000,Signed and Titled,65.2,53,NA,Acrylic / Canvas,713,2017/10/1,0
Yayoi Kusama,CHRYSANTHEMUM,381440,1,192000,320000,Signed and Titled,45.6,38.2,1989,Acrylic / Canvas,714,2017/10/1,0
Yayoi Kusama,DOTS,427520,1,153600,204800,Signed and Titled,71,60.8,1990,Acrylic / Canvas,715,2017/10/1,0
Yayoi Kusama,INFINITY FLOWER PETALS (AAAB),565760,1,230400,320000,Signed and Titled,91,116.7,2005,Acrylic / Canvas,716,2017/10/1,0
Yayoi Kusama,HAT,144000,1,96000,121600,Signed and Titled,15.8,22.7,1981,Acrylic / Canvas,717,2017/10/1,0
Shiryu Morita,RYU - DRAGON,152000,1,89600,115200,Signed and Titled,157.5,79.4,1964,Lacquer and aluminum flake pigment in glue medium / Paper,804,2017/10/1,0
Shiryu Morita,EN - CIRCLE,44800,1,23040,35840,NA,52.5,77,c. 1969,Aluminum flake pigment in glue medium / Paper,809,2017/10/1,0
Shiryu Morita,KANZAN - HAN-SHAN,192000,1,102400,153600,Signed and Titled,78.5,143.8,1965,Lacquer and aluminum flake pigment in PVA glue medium / Paper,812,2017/10/1,0
Shiryu Morita,MAU - DANCE,51200,1,19200,32000,NA,78,51.3,c. 1969,Aluminum flake pigment in glue medium / Paper,816,2017/10/1,0
Shiryu Morita,SHIZUKA - TRANQUILITY,38400,1,25600,38400,NA,62.5,89,c. 9160s,Aluminum flake pigment in glue medium / Paper,818,2017/10/1,0
Walasse Ting,WOMAN WITH WATERMELON,4800,1,5120,7680,Artist's Seal,59,48,NA,Acrylic / Paper,201,2017/10/1,0
Walasse Ting,WOMAN WITH BOUQUET,16000,1,12800,19200,Artist's Seal,177,96,NA,Acrylic on paper laid on canvas,203,2017/10/1,0
Walasse Ting,THREE WOMEN,NA,0,17920,32000,Artist's Seal,177,96,NA,Acrylic / Paper,205,2017/10/1,0
Walasse Ting,FLOWERS AND BIRDS,64000,1,30720,48640,Artist's Seal,96,176,NA,Acrylic / Paper,207,2017/10/1,0
Eko Nugroho,LIFE IS A TRICK,27200,1,21760,35840,Signed and Dated,200,150,2011,Acrylic / Canvas,208,2017/10/1,0
Rodel Tapaya,ADVICE FROM BATHALA,30400,1,19200,25600,Signed and Dated,182,152,2012,Acrylic / Canvas,209,2017/10/1,0
Rodel Tapaya,VISITING FAMILY CAND,30400,1,15360,23040,Signed and Dated,183,152.5,2008,Oil / Canvas,211,2017/10/1,0
Oky Rey Montha,(I) PRIA PEMALU (SHY MAN) (II) YOU NEVER WALK ALONE,9600,1,7680,11520,NA,NA,NA,NA,Acrylic / Canvas,212,2017/10/1,0
Andres Barrioquinto,CHASING THE SCREAM,67200,1,25600,38400,Signed and Dated,213,152.5,2015,Oil / Canvas,216,2017/10/1,0
Agus Suwage,SUPERFLOWER,NA,0,23040,35840,Signed and Dated,150,140,2003,Oil and acrylic / Canvas,217,2017/10/1,0
Natee Utarit,AESTHETIC OF CONDEMNATION NO. 1,NA,0,61440,87040,Signed and Dated,100,150,2012,Oil / Linen,218,2017/10/1,0
Oky Rey Montha,SATISFIED,NA,0,5760,8320,Signed and Dated,140,180,2011,Acrylic / Canvas,221,2017/10/1,0
Entang Wiharso,MY DREAM BIGGER THAN MY BODY,11200,1,8960,11520,Signed and Dated,NA,NA,2009,Laser cut aluminum,222,2017/10/1,0
Samsul Arifin,BERDIRI DIATAS PEMBENARAN (STANDING ON JUSTIFICATION),48000,1,25600,38400,NA,NA,NA,NA,Acrylic / Canvas,223,2017/10/1,0
S Dwi Setyo,GARDEN PARTY,10400,1,5760,8320,Signed and Dated,170,280,2017,Oil / Canvas,225,2017/10/1,0
Ivan Lam,ANIMAL STORIES FOR MY DAUGHTER AND MICHAEL,NA,0,17920,28160,Signed and Dated,173,152.5,2009,Nippon paint / Canvas on board,228,2017/10/1,0
M Irfan,BIG IDEAS NEED BIG SPACE,19200,1,15360,28160,Signed and Dated,200,250,2011,Acrylic / Canvas,229,2017/10/1,0
