,x,y,z,canvas,oil,acrylic,board,paper,lacquer,masonite,panel,ink,wood
1212,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1213,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1214,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1215,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1216,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1217,Acrylic / Canvas on board,acrylic  canvas on board,acrylic  canvas board,1,0,1,1,0,0,0,0,0,0
1218,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1219,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1220,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1221,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1222,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1223,UV printing on tempered glass and stainless steel spray paint,uv printing on tempered glass and stainless steel spray paint,uv printing tempered glass  stainless steel spray paint,0,0,0,0,0,0,0,0,0,0
1224,Casein and carbon / Paper,casein and carbon  paper,casein  carbon  paper,0,0,0,0,1,0,0,0,0,0
1225,Acrylic and raw pigment and charcoal / Paper,acrylic and raw pigment and charcoal  paper,acrylic  raw pigment  charcoal  paper,0,0,1,0,1,0,0,0,0,0
1226,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1227,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1228,Acrylic and gouache / Paper,acrylic and gouache  paper,acrylic  gouache  paper,0,0,1,0,1,0,0,0,0,0
1229,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1230,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1231,Acrylic / Paper,acrylic  paper,acrylic  paper,0,0,1,0,1,0,0,0,0,0
1232,Ink and acrylic / Paper,ink and acrylic  paper,ink  acrylic  paper,0,0,1,0,1,0,0,0,1,0
1233,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1234,Ink and acrylic / Paper,ink and acrylic  paper,ink  acrylic  paper,0,0,1,0,1,0,0,0,1,0
1235,Acrylicgold leaf and ink / Cotton,acrylicgold leaf and ink  cotton,acrylicgold leaf  ink  cotton,0,0,1,0,0,0,0,0,1,0
1236,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
1237,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1238,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1239,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
1240,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1241,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1242,Oil / Masonite,oil  masonite,oil  masonite,0,1,0,0,0,0,1,0,0,0
1243,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
1244,Oil / Masonite,oil  masonite,oil  masonite,0,1,0,0,0,0,1,0,0,0
1245,Oil / Masonite,oil  masonite,oil  masonite,0,1,0,0,0,0,1,0,0,0
1246,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
1247,Oil and ink / Canvas,oil and ink  canvas,oil  ink  canvas,1,1,0,0,0,0,0,0,1,0
1248,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
1249,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1250,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1251,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1252,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1253,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1254,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1255,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1256,Acrylic / Paper,acrylic  paper,acrylic  paper,0,0,1,0,1,0,0,0,0,0
1257,Acrylic / Paper,acrylic  paper,acrylic  paper,0,0,1,0,1,0,0,0,0,0
1258,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1259,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
1260,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1261,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1262,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
1263,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1264,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1265,Resin and lacquer / Canvas on board,resin and lacquer  canvas on board,resin  lacquer  canvas board,1,0,0,1,0,1,0,0,0,0
1266,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1267,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1268,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1269,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1270,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
1271,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1272,Oil and mineral pigment / Canvas,oil and mineral pigment  canvas,oil  mineral pigment  canvas,1,1,0,0,0,0,0,0,0,0
1273,frottage / Canvas,frottage  canvas,frottage  canvas,1,0,0,0,0,0,0,0,0,0
1274,frottage / Canvas,frottage  canvas,frottage  canvas,1,0,0,0,0,0,0,0,0,0
1275,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1276,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1277,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1278,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
1279,Acrylic on found fabric / Canvas,acrylic on found fabric  canvas,acrylic found fabric  canvas,1,0,1,0,0,0,0,0,0,0
1280,Oil on canvas mounted on aluminum board,oil on canvas mounted on aluminum board,oil canvas mounted aluminum board,1,1,0,1,0,0,0,0,0,0
1281,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1282,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1283,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1284,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1285,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1286,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1287,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1288,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1289,Oil and acrylic / Canvas,oil and acrylic  canvas,oil  acrylic  canvas,1,1,1,0,0,0,0,0,0,0
1290,Oil / Burlap,oil  burlap,oil  burlap,0,1,0,0,0,0,0,0,0,0
1291,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1292,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1293,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1294,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1295,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1296,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1297,Ceramic,ceramic,ceramic,0,0,0,0,0,0,0,0,0,0
1298,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1299,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1300,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1301,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1302,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1303,Oil on photo print paper / Silk,oil on photo print paper  silk,oil photo print paper  silk,0,1,0,0,1,0,0,0,0,0
1304,Acrylic on fabric and photo document,acrylic on fabric and photo document,acrylic fabric  photo document,0,0,1,0,0,0,0,0,0,0
1305,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1306,Acrylic / Canvas on board,acrylic  canvas on board,acrylic  canvas board,1,0,1,1,0,0,0,0,0,0
1307,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1308,Enamel / Canvas,enamel  canvas,enamel  canvas,1,0,0,0,0,0,0,0,0,0
1309,Oil and photo document / Board,oil and photo document  board,oil  photo document  board,0,1,0,1,0,0,0,0,0,0
1310,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1311,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1312,Acrylic and silkscreen ink with diamond dust / Canvas,acrylic and silkscreen ink with diamond dust  canvas,acrylic  silkscreen ink with diamond dust  canvas,1,0,1,0,0,0,0,0,1,0
1313,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1314,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1315,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1316,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1317,Acrylic / Paperboard,acrylic  paperboard,acrylic  paperboard,0,0,1,1,1,0,0,0,0,0
1318,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1319,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1320,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1321,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1322,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1323,Lacquer and aluminum flake pigment in glue medium / Paper,lacquer and aluminum flake pigment in glue medium  paper,lacquer  aluminum flake pigment in glue medium  paper,0,0,0,0,1,1,0,0,0,0
1324,Aluminum flake pigment in glue medium / Paper,aluminum flake pigment in glue medium  paper,aluminum flake pigment in glue medium  paper,0,0,0,0,1,0,0,0,0,0
1325,Lacquer and aluminum flake pigment in PVA glue medium / Paper,lacquer and aluminum flake pigment in pva glue medium  paper,lacquer  aluminum flake pigment in pva glue medium  paper,0,0,0,0,1,1,0,0,0,0
1326,Aluminum flake pigment in glue medium / Paper,aluminum flake pigment in glue medium  paper,aluminum flake pigment in glue medium  paper,0,0,0,0,1,0,0,0,0,0
1327,Aluminum flake pigment in glue medium / Paper,aluminum flake pigment in glue medium  paper,aluminum flake pigment in glue medium  paper,0,0,0,0,1,0,0,0,0,0
1328,Acrylic / Paper,acrylic  paper,acrylic  paper,0,0,1,0,1,0,0,0,0,0
1329,Acrylic on paper laid on canvas,acrylic on paper laid on canvas,acrylic paper laid canvas,1,0,1,0,1,0,0,0,0,0
1330,Acrylic / Paper,acrylic  paper,acrylic  paper,0,0,1,0,1,0,0,0,0,0
1331,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1332,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1333,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1334,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1335,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1336,Laser cut aluminum,laser cut aluminum,laser cut aluminum,0,0,0,0,0,0,0,0,0,0
1337,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1338,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1339,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1340,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1341,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1342,Acrylic and oil / Canvas,acrylic and oil  canvas,acrylic  oil  canvas,1,1,1,0,0,0,0,0,0,0
1343,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1344,Oil / Linen,oil  linen,oil  linen,0,1,0,0,0,0,0,0,0,0
1345,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1346,Acryliclaterite stone and resin / Canvas,acryliclaterite stone and resin  canvas,acryliclaterite stone  resin  canvas,1,0,1,0,0,0,0,0,0,0
1347,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1348,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1349,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1350,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1351,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1352,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1353,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1354,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1355,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1356,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1357,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
1358,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1359,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1360,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1361,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1362,Oil on silk mounted on board,oil on silk mounted on board,oil silk mounted board,0,1,0,1,0,0,0,0,0,0
1363,Oil and gouache on silk mounted on board,oil and gouache on silk mounted on board,oil  gouache silk mounted board,0,1,0,1,0,0,0,0,0,0
1364,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1365,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1366,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1367,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1368,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
1369,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1370,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1371,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1372,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1373,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1374,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1375,Oil and gouache / Silk,oil and gouache  silk,oil  gouache  silk,0,1,0,0,0,0,0,0,0,0
1376,Oil on silk mounted on board,oil on silk mounted on board,oil silk mounted board,0,1,0,1,0,0,0,0,0,0
1377,Oil and gouache / Silk,oil and gouache  silk,oil  gouache  silk,0,1,0,0,0,0,0,0,0,0
1378,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1379,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1380,Oil on silk mounted to board,oil on silk mounted to board,oil silk mounted to board,0,1,0,1,0,0,0,0,0,0
1381,Oil on silk mounted on board,oil on silk mounted on board,oil silk mounted board,0,1,0,1,0,0,0,0,0,0
1382,Oil on silk mounted on board,oil on silk mounted on board,oil silk mounted board,0,1,0,1,0,0,0,0,0,0
1383,Lacquer on wood panel,lacquer on wood panel,lacquer wood panel,0,0,0,0,0,1,0,1,0,1
1384,Lacquer on wood panel,lacquer on wood panel,lacquer wood panel,0,0,0,0,0,1,0,1,0,1
1385,Lacquer on wood panel,lacquer on wood panel,lacquer wood panel,0,0,0,0,0,1,0,1,0,1
1386,Oil and gouache / Silk,oil and gouache  silk,oil  gouache  silk,0,1,0,0,0,0,0,0,0,0
1387,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1388,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1389,Oil on silk mounted on board,oil on silk mounted on board,oil silk mounted board,0,1,0,1,0,0,0,0,0,0
1390,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
1391,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1392,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1393,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1394,Acrylic / Canvas on board,acrylic  canvas on board,acrylic  canvas board,1,0,1,1,0,0,0,0,0,0
1395,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1396,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1397,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
1398,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
1399,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1400,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1401,Oil / Masonite,oil  masonite,oil  masonite,0,1,0,0,0,0,1,0,0,0
1402,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1403,Oil on card paper,oil on card paper,oil card paper,0,1,0,0,1,0,0,0,0,0
1404,Acrylic / Masonite,acrylic  masonite,acrylic  masonite,0,0,1,0,0,0,1,0,0,0
1405,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1406,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1407,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1408,Oil / Panel,oil  panel,oil  panel,0,1,0,0,0,0,0,1,0,0
1409,Oil / Cloth,oil  cloth,oil  cloth,0,1,0,0,0,0,0,0,0,0
1410,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1411,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1412,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1413,Oil and acrylic / Canvas on board,oil and acrylic  canvas on board,oil  acrylic  canvas board,1,1,1,1,0,0,0,0,0,0
1414,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1415,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1416,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1417,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1418,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1419,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1420,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1421,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1422,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1423,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1424,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1425,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1426,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1427,Oil / Masonite,oil  masonite,oil  masonite,0,1,0,0,0,0,1,0,0,0
1428,Oil / Masonite,oil  masonite,oil  masonite,0,1,0,0,0,0,1,0,0,0
1429,Oil / Masonite,oil  masonite,oil  masonite,0,1,0,0,0,0,1,0,0,0
1430,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
1431,Oil / Canvas on board,oil  canvas on board,oil  canvas board,1,1,0,1,0,0,0,0,0,0
1432,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1433,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1434,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1435,Oil and goldfoil / Canvas on board,oil and goldfoil  canvas on board,oil  goldfoil  canvas board,1,0,0,1,0,0,0,0,0,0
1436,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1437,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1438,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1439,Oil on paper / Canvas,oil on paper  canvas,oil paper  canvas,1,1,0,0,1,0,0,0,0,0
1440,Oil / Paper,oil  paper,oil  paper,0,1,0,0,1,0,0,0,0,0
1441,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1442,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1443,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1444,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
1445,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1446,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1447,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1448,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1449,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1450,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
1451,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1452,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1453,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1454,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1455,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1456,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1457,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1458,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1459,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1460,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1461,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1462,Oil and acrylic / Canvas,oil and acrylic  canvas,oil  acrylic  canvas,1,1,1,0,0,0,0,0,0,0
1463,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1464,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1465,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1466,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1467,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1468,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1469,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1470,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1471,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1472,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1473,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1474,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1475,Oil and acrylic / Linen,oil and acrylic  linen,oil  acrylic  linen,0,1,1,0,0,0,0,0,0,0
1476,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1477,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1478,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1479,Synthetic polymer paint / Canvas,synthetic polymer paint  canvas,synthetic polymer paint  canvas,1,0,0,0,0,0,0,0,0,0
1480,Oil / Board,oil  board,oil  board,0,1,0,1,0,0,0,0,0,0
1481,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1482,Acrylic / Canvas,acrylic  canvas,acrylic  canvas,1,0,1,0,0,0,0,0,0,0
1483,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1484,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1485,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1486,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1487,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1488,Oil / Canvas,oil  canvas,oil  canvas,1,1,0,0,0,0,0,0,0,0
1489,Ink and acrylic / Paper,ink and acrylic  paper,ink  acrylic  paper,0,0,1,0,1,0,0,0,1,0
